x,y,height
29,11,3
29,12,1
29,13,1
29,14,1
29,15,1
29,16,1
29,17,1
29,18,1
29,19,1
29,20,3
29,21,3
29,22,3
29,23,3
29,24,3
29,25,3
29,26,3
29,27,1
29,28,1
29,29,3
29,30,1
29,31,1
29,32,1
29,33,1
29,34,1
29,35,1
29,36,3
29,37,3
29,38,3
29,39,3
29,40,3
29,41,3
29,42,3
29,43,3
29,44,3
29,45,3
29,46,3
29,47,3
29,48,3
29,49,3
29,50,10
29,51,10
29,52,10
29,53,10
29,54,15
29,55,15
29,56,15
29,57,21
29,58,21
29,59,16
29,60,16
29,61,16
29,62,16
29,63,9
29,64,9
29,65,9
29,66,9
29,67,9
29,68,9
29,69,3
29,70,3
29,71,3
29,72,3
29,73,3
29,74,1
29,75,1
29,76,3
29,77,3
29,78,3
29,79,3
30,0,1
30,1,2
30,2,3
30,3,3
30,4,3
30,5,3
30,6,3
30,7,3
30,8,3
30,9,3
30,10,3
30,11,3
30,12,1
30,13,1
30,14,1
30,15,1
30,16,1
30,17,1
30,18,1
30,19,1
30,20,3
30,21,3
30,22,3
30,23,3
30,24,3
30,25,3
30,26,3
30,27,3
30,28,3
30,29,3
30,30,1
30,31,1
30,32,1
30,33,1
30,34,1
30,35,1
30,36,1
30,37,3
30,38,3
30,39,3
30,40,3
30,41,3
30,42,3
30,43,3
30,44,3
30,45,3
30,46,3
30,47,3
30,48,3
30,49,3
30,50,3
30,51,10
30,52,10
30,53,10
30,54,15
30,55,15
30,56,15
30,57,16
30,58,16
30,59,16
30,60,16
30,61,16
30,62,9
30,63,9
30,64,9
30,65,9
30,66,3
30,67,3
30,68,3
30,69,3
30,70,3
30,71,3
30,72,3
30,73,1
30,74,1
30,75,1
30,76,3
30,77,3
30,78,3
30,79,3
31,0,1
31,1,2
31,2,3
31,3,3
31,4,3
31,5,3
31,6,3
31,7,3
31,8,3
31,9,3
31,10,3
31,11,3
31,12,3
31,13,3
31,14,1
31,15,1
31,16,1
31,17,3
31,18,3
31,19,3
31,20,3
31,21,3
31,22,3
31,23,3
31,24,3
31,25,1
31,26,1
31,27,3
31,28,3
31,29,3
31,30,3
31,31,3
31,32,1
31,33,1
31,34,1
31,35,1
31,36,1
31,37,1
31,38,3
31,39,3
31,40,3
31,41,3
31,42,3
31,43,3
31,44,3
31,45,3
31,46,3
31,47,3
31,48,3
31,49,3
31,50,3
31,51,3
31,52,10
31,53,11
31,54,11
31,55,15
31,56,15
31,57,16
31,58,16
31,59,16
31,60,16
31,61,11
31,62,9
31,63,9
31,64,3
31,65,3
31,66,3
31,67,3
31,68,3
31,69,3
31,70,3
31,71,1
31,72,1
31,73,1
31,74,1
31,75,3
31,76,3
31,77,3
31,78,3
31,79,3
32,0,1
32,1,2
32,2,3
32,3,3
32,4,1
32,5,1
32,6,3
32,7,1
32,8,1
32,9,1
32,10,3
32,11,3
32,12,3
32,13,3
32,14,3
32,15,1
32,16,1
32,17,3
32,18,3
32,19,3
32,20,3
32,21,3
32,22,3
32,23,3
32,24,3
32,25,1
32,26,1
32,27,1
32,28,3
32,29,1
32,30,3
32,31,1
32,32,1
32,33,1
32,34,1
32,35,3
32,36,1
32,37,1
32,38,3
32,39,3
32,40,3
32,41,3
32,42,3
32,43,3
32,44,3
32,45,3
32,46,3
32,47,3
32,48,3
32,49,3
32,50,3
32,51,3
32,52,1
32,53,11
32,54,11
32,55,11
32,56,15
32,57,16
32,58,16
32,59,11
32,60,11
32,61,11
32,62,11
32,63,9
32,64,3
32,65,3
32,66,3
32,67,3
32,68,3
32,69,1
32,70,1
32,71,1
32,72,1
32,73,1
32,74,1
32,75,3
32,76,3
32,77,3
32,78,3
32,79,3
33,0,1
33,1,2
33,2,3
33,3,3
33,4,1
33,5,1
33,6,1
33,7,1
33,8,1
33,9,1
33,10,3
33,11,3
33,12,3
33,13,3
33,14,3
33,15,3
33,16,3
33,17,3
33,18,3
33,19,3
33,20,3
33,21,3
33,22,3
33,23,3
33,24,3
33,25,3
33,26,1
33,27,1
33,28,1
33,29,1
33,30,1
33,31,1
33,32,1
33,33,1
33,34,1
33,35,3
33,36,3
33,37,3
33,38,3
33,39,3
33,40,3
33,41,1
33,42,1
33,43,3
33,44,1
33,45,1
33,46,1
33,47,3
33,48,3
33,49,3
33,50,3
33,51,3
33,52,3
33,53,11
33,54,11
33,55,11
33,56,11
33,57,11
33,58,11
33,59,11
33,60,11
33,61,11
33,62,1
33,63,3
33,64,3
33,65,3
33,66,3
33,67,3
33,68,3
33,69,1
33,70,3
33,71,3
33,72,1
33,73,1
33,74,1
33,75,3
33,76,3
33,77,3
33,78,3
33,79,3
34,0,1
34,1,2
34,2,3
34,3,3
34,4,1
34,5,1
34,6,1
34,7,1
34,8,1
34,9,1
34,10,3
34,11,3
34,12,3
34,13,3
34,14,3
34,15,3
34,16,3
34,17,3
34,18,3
34,19,3
34,20,3
34,21,3
34,22,3
34,23,1
34,24,1
34,25,1
34,26,1
34,27,1
34,28,1
34,29,1
34,30,1
34,31,1
34,32,1
34,33,3
34,34,3
34,35,3
34,36,3
34,37,3
34,38,3
34,39,3
34,40,3
34,41,1
34,42,1
34,43,1
34,44,1
34,45,1
34,46,1
34,47,3
34,48,3
34,49,3
34,50,3
34,51,3
34,52,3
34,53,3
34,54,11
34,55,11
34,56,11
34,57,11
34,58,11
34,59,11
34,60,11
34,61,1
34,62,1
34,63,1
34,64,3
34,65,3
34,66,3
34,67,3
34,68,3
34,69,3
34,70,3
34,71,3
34,72,3
34,73,3
34,74,3
34,75,3
34,76,3
34,77,3
34,78,3
34,79,3
35,0,1
35,1,2
35,2,3
35,3,3
35,4,1
35,5,1
35,6,1
35,7,1
35,8,1
35,9,1
35,10,3
35,11,3
35,12,3
35,13,3
35,14,3
35,15,3
35,16,3
35,17,1
35,18,1
35,19,1
35,20,1
35,21,3
35,22,3
35,23,1
35,24,1
35,25,1
35,26,1
35,27,1
35,28,1
35,29,1
35,30,1
35,31,1
35,32,1
35,33,3
35,34,1
35,35,1
35,36,1
35,37,1
35,38,3
35,39,3
35,40,3
35,41,1
35,42,1
35,43,1
35,44,1
35,45,1
35,46,1
35,47,3
35,48,3
35,49,3
35,50,3
35,51,3
35,52,3
35,53,3
35,54,3
35,55,3
35,56,1
35,57,11
35,58,11
35,59,1
35,60,1
35,61,1
35,62,1
35,63,1
35,64,1
35,65,3
35,66,3
35,67,3
35,68,3
35,69,3
35,70,3
35,71,3
35,72,3
35,73,3
35,74,3
35,75,3
35,76,1
35,77,1
35,78,3
35,79,3
36,0,1
36,1,2
36,2,3
36,3,1
36,4,1
36,5,1
36,6,1
36,7,1
36,8,1
36,9,1
36,10,1
36,11,3
36,12,3
36,13,3
36,14,3
36,15,3
36,16,3
36,17,1
36,18,1
36,19,1
36,20,1
36,21,1
36,22,3
36,23,3
36,24,1
36,25,1
36,26,1
36,27,1
36,28,1
36,29,1
36,30,1
36,31,1
36,32,3
36,33,3
36,34,1
36,35,1
36,36,1
36,37,1
36,38,1
36,39,3
36,40,3
36,41,1
36,42,1
36,43,1
36,44,1
36,45,1
36,46,1
36,47,3
36,48,3
36,49,3
36,50,3
36,51,3
36,52,3
36,53,3
36,54,3
36,55,1
36,56,1
36,57,1
36,58,1
36,59,3
36,60,3
36,61,1
36,62,1
36,63,1
36,64,3
36,65,3
36,66,3
36,67,3
36,68,3
36,69,3
36,70,3
36,71,3
36,72,3
36,73,3
36,74,3
36,75,3
36,76,1
36,77,1
36,78,1
36,79,3
37,0,1
37,1,2
37,2,3
37,3,1
37,4,1
37,5,1
37,6,1
37,7,1
37,8,1
37,9,1
37,10,1
37,11,3
37,12,3
37,13,3
37,14,3
37,15,3
37,16,1
37,17,1
37,18,1
37,19,1
37,20,1
37,21,1
37,22,3
37,23,3
37,24,3
37,25,1
37,26,1
37,27,1
37,28,1
37,29,1
37,30,1
37,31,1
37,32,1
37,33,1
37,34,1
37,35,1
37,36,1
37,37,1
37,38,1
37,39,3
37,40,1
37,41,1
37,42,1
37,43,1
37,44,1
37,45,1
37,46,1
37,47,1
37,48,3
37,49,3
37,50,3
37,51,3
37,52,3
37,53,3
37,54,3
37,55,1
37,56,1
37,57,1
37,58,1
37,59,3
37,60,3
37,61,3
37,62,3
37,63,3
37,64,3
37,65,3
37,66,3
37,67,3
37,68,3
37,69,3
37,70,3
37,71,3
37,72,3
37,73,3
37,74,3
37,75,3
37,76,1
37,77,1
37,78,1
37,79,1
38,0,1
38,1,2
38,2,1
38,3,1
38,4,3
38,5,3
38,6,1
38,7,1
38,8,1
38,9,3
38,10,3
38,11,3
38,12,3
38,13,3
38,14,3
38,15,3
38,16,1
38,17,1
38,18,1
38,19,1
38,20,1
38,21,1
38,22,3
38,23,3
38,24,3
38,25,1
38,26,1
38,27,1
38,28,1
38,29,1
38,30,1
38,31,1
38,32,1
38,33,1
38,34,1
38,35,1
38,36,1
38,37,1
38,38,1
38,39,3
38,40,1
38,41,1
38,42,1
38,43,1
38,44,1
38,45,1
38,46,1
38,47,1
38,48,3
38,49,3
38,50,3
38,51,3
38,52,3
38,53,3
38,54,3
38,55,3
38,56,1
38,57,1
38,58,3
38,59,3
38,60,3
38,61,3
38,62,3
38,63,3
38,64,3
38,65,3
38,66,3
38,67,3
38,68,3
38,69,3
38,70,3
38,71,3
38,72,3
38,73,3
38,74,3
38,75,3
38,76,3
38,77,1
38,78,1
38,79,1
39,0,1
39,1,2
39,2,1
39,3,1
39,4,3
39,5,3
39,6,1
39,7,1
39,8,3
39,9,3
39,10,3
39,11,3
39,12,3
39,13,3
39,14,3
39,15,3
39,16,3
39,17,1
39,18,1
39,19,1
39,20,1
39,21,1
39,22,3
39,23,3
39,24,3
39,25,3
39,26,1
39,27,1
39,28,1
39,29,1
39,30,1
39,31,1
39,32,1
39,33,1
39,34,1
39,35,1
39,36,1
39,37,1
39,38,1
39,39,3
39,40,3
39,41,3
39,42,3
39,43,1
39,44,1
39,45,1
39,46,3
39,47,3
39,48,3
39,49,3
39,50,3
39,51,3
39,52,3
39,53,3
39,54,3
39,55,3
39,56,3
39,57,3
39,58,3
39,59,3
39,60,3
39,61,3
39,62,3
39,63,3
39,64,3
39,65,3
39,66,3
39,67,3
39,68,3
39,69,3
39,70,3
39,71,3
39,72,3
39,73,3
39,74,3
39,75,1
39,76,1
39,77,1
39,78,1
39,79,1
40,0,1
40,1,2
40,2,1
40,3,3
40,4,3
40,5,3
40,6,3
40,7,3
40,8,3
40,9,3
40,10,3
40,11,3
40,12,3
40,13,3
40,14,3
40,15,3
40,16,3
40,17,1
40,18,1
40,19,1
40,20,3
40,21,3
40,22,3
40,23,3
40,24,1
40,25,1
40,26,1
40,27,1
40,28,1
40,29,1
40,30,1
40,31,1
40,32,1
40,33,1
40,34,1
40,35,1
40,36,1
40,37,3
40,38,3
40,39,3
40,40,3
40,41,3
40,42,3
40,43,1
40,44,1
40,45,3
40,46,3
40,47,3
40,48,3
40,49,3
40,50,3
40,51,3
40,52,3
40,53,3
40,54,3
40,55,3
40,56,3
40,57,3
40,58,3
40,59,3
40,60,3
40,61,3
40,62,3
40,63,3
40,64,3
40,65,3
40,66,3
40,67,3
40,68,3
40,69,3
40,70,3
40,71,3
40,72,3
40,73,3
40,74,1
40,75,1
40,76,1
40,77,1
40,78,1
40,79,1
